date,open,high,low,close,volume,hold,settle,symbol
2024-03-07,504.08,509.5,503.2,508.3,8436,15712,506.32,AU2412
2024-03-08,508.64,510.0,505.98,508.72,7643,16532,507.94,AU2412
2024-03-11,509.48,514.06,507.48,510.74,8345,16901,510.76,AU2412
2024-03-12,510.14,511.74,508.64,508.96,4240,17113,510.52,AU2412
2024-03-13,508.22,508.54,506.42,508.12,5064,17186,507.42,AU2412
2024-03-14,509.0,512.2,508.4,508.88,4566,17526,509.92,AU2412
2024-03-15,507.88,510.74,507.22,510.56,3258,17831,508.76,AU2412
2024-03-18,508.9,510.74,506.12,506.76,13304,23581,507.88,AU2412
2024-03-19,508.42,509.5,507.22,508.04,11400,25977,508.4,AU2412
2024-03-20,508.32,509.06,507.32,508.26,4264,26903,508.46,AU2412
2024-03-21,507.86,518.5,507.56,518.18,11787,29112,514.78,AU2412
2024-03-22,518.18,518.5,511.52,515.1,9842,30202,514.7,AU2412
2024-03-25,515.96,519.4,514.4,516.12,15722,33304,516.76,AU2412
2024-03-26,517.52,518.48,516.34,517.08,13274,36116,517.36,AU2412
2024-03-27,519.84,521.98,517.2,519.02,15301,36039,519.14,AU2412
2024-03-28,520.56,522.54,519.08,522.4,16213,36135,520.4,AU2412
2024-03-29,524.98,534.86,522.2,533.76,26504,34726,526.68,AU2412
2024-04-01,532.7,537.6,530.78,536.46,12288,35644,535.38,AU2412
2024-04-02,535.44,537.6,530.86,537.4,13070,35963,534.46,AU2412
2024-04-03,537.3,544.38,536.4,544.12,18969,37051,540.76,AU2412
2024-04-08,548.22,563.2,545.74,557.4,24184,38532,555.48,AU2412
2024-04-09,556.0,561.84,553.64,559.7,18096,39268,558.08,AU2412
2024-04-10,561.18,563.88,558.24,561.7,27563,41590,561.6,AU2412
2024-04-11,558.48,561.44,555.02,558.38,28912,43526,558.5,AU2412
2024-04-12,559.46,573.48,558.2,573.38,29268,46856,567.38,AU2412
2024-04-15,573.38,591.6,562.98,566.98,51356,47109,575.66,AU2412
2024-04-16,567.32,574.4,558.76,570.04,33523,49067,566.6,AU2412
2024-04-17,570.04,575.76,567.8,570.86,27317,50552,571.22,AU2412
2024-04-18,571.16,573.92,561.9,568.6,19568,51204,568.56,AU2412
2024-04-19,569.2,579.0,565.12,571.58,35251,54516,571.26,AU2412
2024-04-22,570.0,573.44,560.88,561.6,24259,56699,566.96,AU2412
2024-04-23,557.1,559.36,546.54,548.24,41920,59069,552.42,AU2412
2024-04-24,550.54,556.06,549.4,554.92,32307,62492,553.52,AU2412
2024-04-25,554.66,558.42,550.72,555.3,28294,64966,554.32,AU2412
2024-04-26,557.6,559.98,552.68,559.48,28408,67487,557.0,AU2412
2024-04-29,560.3,561.94,555.3,556.34,17538,67618,557.74,AU2412
2024-04-30,556.32,558.22,553.04,554.76,14951,67313,555.58,AU2412
2024-05-06,546.88,551.64,545.0,551.44,13551,69285,548.9,AU2412
2024-05-07,553.1,555.56,552.12,553.24,21908,71132,553.68,AU2412
2024-05-08,552.0,554.24,550.44,552.2,15314,72322,552.58,AU2412
2024-05-09,552.72,553.56,550.94,551.42,14870,73341,552.08,AU2412
2024-05-10,553.36,564.96,551.8,564.96,26089,75970,557.94,AU2412
2024-05-13,563.72,565.94,560.74,561.44,25769,76662,563.06,AU2412
2024-05-14,560.98,561.82,558.5,558.9,19659,78503,560.14,AU2412
2024-05-15,560.64,563.66,560.24,562.86,20916,78930,562.06,AU2412
2024-05-16,565.58,570.84,561.5,568.4,29214,80356,566.74,AU2412
2024-05-17,567.12,568.98,565.4,568.94,16103,80067,567.1,AU2412
2024-05-20,570.98,586.26,570.34,583.0,49597,81953,578.48,AU2412
2024-05-21,578.3,585.28,575.28,576.28,40147,82343,579.38,AU2412
2024-05-22,579.4,581.84,576.02,577.34,27978,82976,578.9,AU2412
2024-05-23,576.8,576.86,561.32,564.36,46156,84941,567.82,AU2412
2024-05-24,564.16,565.48,555.24,559.38,33919,84467,559.86,AU2412
2024-05-27,559.58,562.4,558.3,560.32,18016,84837,560.3,AU2412
2024-05-28,561.74,564.94,560.32,560.36,21351,84939,563.12,AU2412
2024-05-29,562.92,566.68,561.82,563.96,20286,85947,564.1,AU2412
2024-05-30,560.32,562.9,555.9,558.7,21717,85746,559.58,AU2412
2024-05-31,559.5,562.28,558.66,561.2,17442,87332,560.64,AU2412
