date,open,high,low,close,volume,hold,settle,symbol
2023-08-22,67500.0,67760.0,67470.0,67760.0,14,1250,67600.0,CU2405
2023-08-23,67960.0,68310.0,67960.0,68220.0,53,1234,68130.0,CU2405
2023-08-24,68220.0,68530.0,68050.0,68050.0,21,1237,68340.0,CU2405
2023-08-25,68040.0,68150.0,67930.0,67980.0,28,1240,68030.0,CU2405
2023-08-28,68040.0,68510.0,67900.0,68130.0,21,1236,0.0,CU2405
2023-08-29,68310.0,68440.0,68080.0,68380.0,65,1239,68280.0,CU2405
2023-08-30,68250.0,68680.0,68190.0,68520.0,92,1229,68490.0,CU2405
2023-08-31,68740.0,68750.0,68500.0,68550.0,182,1184,68660.0,CU2405
2023-09-01,68450.0,68840.0,68320.0,68800.0,144,1179,68650.0,CU2405
2023-09-04,69340.0,69360.0,68490.0,68490.0,182,1191,68970.0,CU2405
2023-09-05,68380.0,68620.0,68300.0,68320.0,38,1190,68420.0,CU2405
2023-09-06,68590.0,68930.0,68590.0,68710.0,48,1180,68760.0,CU2405
2023-09-07,68550.0,68570.0,68210.0,68400.0,61,1158,68350.0,CU2405
2023-09-08,68150.0,68180.0,67980.0,67980.0,50,1163,68050.0,CU2405
2023-09-11,67770.0,68320.0,67730.0,68320.0,38,1169,68000.0,CU2405
2023-09-12,68320.0,68700.0,68320.0,68520.0,102,1155,68550.0,CU2405
2023-09-13,68420.0,68630.0,68290.0,68370.0,77,1165,68410.0,CU2405
2023-09-14,68430.0,68850.0,68360.0,68840.0,144,1178,68590.0,CU2405
2023-09-15,68880.0,69290.0,68740.0,69110.0,91,1191,68970.0,CU2405
2023-09-18,68750.0,68840.0,68610.0,68790.0,39,1189,68740.0,CU2405
2023-09-19,68560.0,68560.0,68200.0,68330.0,57,1192,68400.0,CU2405
2023-09-20,68250.0,68320.0,68120.0,68210.0,80,1192,68240.0,CU2405
2023-09-21,68430.0,68480.0,68000.0,68020.0,160,1222,68110.0,CU2405
2023-09-22,67080.0,67800.0,67080.0,67790.0,388,1369,67600.0,CU2405
2023-09-25,67920.0,67930.0,67450.0,67520.0,86,1372,67650.0,CU2405
2023-09-26,67700.0,67700.0,67050.0,67100.0,113,1423,67340.0,CU2405
2023-09-27,66950.0,67200.0,66850.0,66850.0,211,1493,66990.0,CU2405
